Email,Company,City,State,Country,Website,Phone,microns_subject,microns_body,microns_rank,microns_rating,microns_reviews
frontdeskca001@restore.com,Restore Hyper Wellness,Minneapolis,MN,United States,https://www.restore.com/locations/ca-laguna-niguel-ca001?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(949) 312-2626,franchise pilot,"Writing about the Minneapolis location, though across 225-plus sites this is clearly a corporate decision rather than a local one. At that footprint, front desk coverage stops being an inconvenience and becomes a per-location revenue number nobody is measuring. I'd propose one site, measured against its own prior eight weeks, before anyone talks about a network rollout. If someone at corporate owns this, happy to be redirected. Worth exploring?",93,4.9,364
info@tribecamedspa.com,Tribeca Medspa,New York,NY,United States,https://www.tribecamedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Tribeca-Medspa&utm_content=website,(646) 687-9711,two locations,"Tribeca and the Upper East Side, 26 staff. In Manhattan a caller who reaches the wrong location usually just books elsewhere rather than being transferred — the friction is too high. An agent that knows both locations' real hours routes first, then books as pending so each desk confirms. It won't touch a clinical question; with Dr. Ginsberg's surgical work on the same line, that boundary matters. Worth a look?",94,4.7,339
info@idanmedspa.com,Idan Med Spa,San Francisco,CA,United States,https://www.idanmedspa.com/,(628) 222-7522,two cities,"San Francisco and Encino on essentially one person. You physically cannot be treating in one city and answering the phone for the other, and both numbers ring. An agent that knows both locations' hours answers, routes, and books as pending for you to confirm. At your size that one piece is the whole conversation. Worth a look?",100,4.9,325
morganne@sdbotox.com,SDBotox - Sabre Springs,Rancho Santa Fe,CA,United States,https://sdbotox.com/location/med-spa-poway/,(844) 732-6869,seven locations,"Seven San Diego locations, 42 staff. At that density a caller who reaches the wrong site rarely gets transferred successfully — they just book with whoever answers cleanly, which might still be you or might not. An agent that knows every location's real hours routes before it books, and reports per site so you can see which two are actually causing the problem. Sunday's dark network-wide. Worth a look?",102,4.9,313
info@myownspade.com,Spade Skin Care & More Inc.,Redondo Beach,CA,United States,https://myownspade.com/,(310) 316-1954,review replies,"4.6 across 273 reviews with two South Bay locations. That's a good practice sitting just under where the neighbouring clinics are, and the gap is almost always unanswered criticism rather than worse treatment. Requests fire on a real treatment-completed event, and replies come back drafted for your manager to approve. Public auto-posting stays off by default — replying to a review confirms that person was a patient, which is a human's call. Worth exploring?",113,4.6,273
wynwood@sanaskinstudio.com,Sana Skin Studio Aventura,Aventura,FL,United States,https://www.sanaskinstudio.com/,(305) 998-1603,five studios,"Wynwood, Coconut Grove, Fort Lauderdale, West Palm and Aventura — five studios and 41 staff. At that spread a caller reaching the wrong location is a booking the brand already paid to generate. An agent that knows each studio's real hours routes before it books, and reports per location so a network average never hides one underperforming site. Your membership model also makes churn the number that matters, which pairs with it. Worth exploring?",118,5,263
hello@thebrightwoodskin.com,The Brightwood Skin,Ridgewood,NJ,United States,https://thebrightwoodskin.com/,(201) 552-4645,hospitality gap,"Your whole positioning is aesthetics delivered with hospitality — thoughtful spaces, considered service, nothing overdone. A Sunday voicemail is the one part of that experience nobody designed. An agent answers in the same register, quotes real pricing, and books as pending so your team confirms Monday. It won't touch a clinical question. At 23 staff across several locations, it also routes callers to the right one. Worth exploring?",120,5,261
florida@manhattanlaserspa.com,Manhattan Laser Spa,Aventura,FL,United States,https://manhattanlaserspa.com/,(305) 705-3997,laser packages,"Laser work sells in courses, and courses stall around session three — life gets busy and nobody follows up. It never shows as a cancellation, so it never shows at all. A daily job catches anyone mid-package past 45 days, texts a rebooking link, then a credit offer three days on, then stops for a month. Sunday's dark across both locations, which is the second piece. Worth a look?",121,4.8,260
info@mdestheticsus.com,MD Esthetics Pittsfield,Summit,NJ,United States,https://mdestheticsus.com/,(413) 441-8453,three states,"Locations across New Hampshire, Massachusetts and Virginia, 79 staff, headcount up roughly 60% in a year. Growth at that rate breaks the front desk first — call volume scales with sites, the people answering don't. Better fixed before the next opening than after. One location, weekends only, measured against its own baseline. Worth a look?",135,5,236
hello@heydayskincare.com,Heyday Skincare Rittenhouse,Philadelphia,PA,United States,https://www.heydayskincare.com/,(267) 518-8400,franchise pilot,"Writing about Rittenhouse, though across 10-plus locations and a franchise expansion this is plainly a corporate decision. At your scale, front desk coverage is a per-studio revenue line rather than a local inconvenience — and a membership model makes retention the number that compounds. I'd propose one studio, measured against its own prior eight weeks. If someone at corporate owns this, happy to be redirected there. Worth a look?",141,4.8,226
nicholas.burke@relivehealth.com,Relive Health Flower Mound,Flower Mound,TX,United States,https://relivehealth.com/flower-mound-tx/,(214) 888-2082,franchise pilot,"Reaching out about Flower Mound, though with 12–22 locations across eight states this likely sits with the franchisor. Hormone therapy, weight loss and regenerative work all need screening before booking, and at franchise scale that screening either happens consistently or it doesn't happen at all. Six questions, contraindication gates outside the scoring, reported per location. Closed Sunday and Monday here — two dark days is a lot of that volume arriving together. Worth a look?",143,5,225
info@sculptdtla.com,Sculpt Med Spa Downtown Los Angeles,Los Angeles,CA,United States,https://www.sculptdtla.com/,(213) 265-7284,two locations,"Downtown and Silver Lake on twelve staff. In LA a caller who reaches the wrong location doesn't get transferred — they just book with whoever picks up cleanly. An agent that knows both locations' hours routes before it books, and books as pending so each desk still confirms. Sunday's dark across both. Worth a look?",151,4.8,216
info@prettypleaseaesthetics.com,Pretty Please Aesthetics,Sacramento,CA,United States,https://www.prettypleaseaesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(916) 287-1725,two locations,"Sacramento and Roseville on fourteen staff. Two sites means every inbound call is a routing decision first — and your positioning is warmth and honest guidance, which a misrouted call undoes immediately. An agent that knows both locations' hours routes, then books as pending so each desk confirms. Sunday's dark at both. Worth exploring?",158,4.9,205
info@bellamedspaonline.com,Bella Medspa,Philadelphia,PA,United States,https://bellamedspaonline.com/laser-hair-removal/philadelphia/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing-philly,(267) 639-2091,review replies,"4.6 across 200 reviews with six Pennsylvania locations and 31 staff. For a network that size, a 4.6 usually isn't a treatment problem — it's that nobody owns replying, so the critical reviews sit unanswered and set the tone. Requests fire on a real treatment-completed event, replies come back drafted for a manager to approve, and everything reports per location so you can see which two sites are actually pulling the average down. Worth a look?",163,4.6,200
burlingame@skinlaundry.com,Skin Laundry - Burlingame,Burlingame,CA,United States,https://www.skinlaundry.com/locations/burlingame,(650) 881-3627,review replies,"Burlingame sits at 4.2 — noticeably below where the brand runs elsewhere, and for a network built on consistency that's a single-location problem worth isolating rather than a company one. Review requests fire on a real treatment-completed event and replies come back drafted for approval, reported per clinic so you can see exactly which sites drag the average. Given the footprint this likely sits with corporate; happy to be redirected. Worth exploring?",172,4.2,195
hello@injectco.com,InjectCo MedSpa Woodlands,The Woodlands,TX,United States,https://injectco.com/areas-we-serve/med-spa-the-woodlands-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-woodlands,(281) 326-9985,mobile bookings,"You run mobile Botox parties alongside the clinic, which means bookings arrive with more logistics attached than a normal appointment — dates, group sizes, locations. An agent handles that first round, collects what's needed, and books as pending so you confirm the details that actually need a person. Worth exploring?",197,5,168
info@revive.md,Revive Med Spa - Encinitas,Rancho Santa Fe,CA,United States,https://revive.md/locations/ca/encinitas/?utm_campaign=ENC&utm_medium=profile&utm_source=google,(619) 983-0846,nine locations,"Nine California locations and 160 staff under Dr. Verma and Dr. Parekh — at that footprint call routing is a network economics question rather than a local one. An agent that knows every location's real hours routes before it books and reports per site, so a network average never hides the two clinics causing the drag. Encinitas at 4.7 is below where the brand runs elsewhere, which is worth isolating. Worth a look?",208,4.7,158
dt@trifectamedspanyc.com,Trifecta Med Spa Downtown,New York,NY,United States,https://trifectamedspanyc.com/location/downtown/,(212) 600-4112,two locations,"Downtown and a second Manhattan site on twelve staff, both weekend days closed. In New York a caller who reaches voicemail on a Saturday has booked elsewhere by Sunday. An agent covers weekends, routes between your two locations, and books as pending so each desk confirms. Worth exploring?",211,4.8,156
info@starwoodmedspa.com,Starwood Med Spa,McKinney,TX,United States,https://starwoodmedspa.com/starwood-med-spa-mckinney/,(214) 705-0400,two dark days,"Closed Sunday and Monday across two sites, sixteen staff. Two dark days doubles the Tuesday backlog and doubles the routing confusion. An agent that knows both locations' hours covers both days and books as pending so each desk confirms Tuesday. Worth a look?",212,4.8,156
franchise@glo30.com,GLO30 St Louis Central West End,St Louis,MO,United States,https://glo30.com/central-west-end/,(314) 582-4557,franchise pilot,"Writing about Central West End, though with 100-plus franchise locations in development this plainly sits at corporate. A 30-day membership model makes retention the number that compounds across the network, and coverage the number that feeds it. I'd propose one studio, measured against its own prior eight weeks, before anyone discusses a rollout. Worth exploring?",217,4.9,152
charlotte@skinspirit.com,SkinSpirit Charlotte,Charlotte,NC,United States,https://www.skinspirit.com/locations/charlotte/,(980) 381-3400,location routing,"Writing about Charlotte, though across a dozen-plus SkinSpirit sites this sits above the location. At that footprint an inbound call is a routing decision first, and a misrouted caller is a booking the brand already paid to generate. An agent that knows each location's real hours routes before it books, and reports per site. If someone at corporate owns this, happy to be pointed there. Worth a look?",224,5,148
walnutcreek@skinspirit.com,SkinSpirit Walnut Creek,Walnut Creek,CA,United States,https://www.skinspirit.com/locations/walnut-creek/?utm_source=citation&utm_medium=organic&utm_campaign=walnutcreek,(925) 952-9200,location routing,"Writing about Walnut Creek specifically — 379 reviews there, and it's one of a dozen-plus SkinSpirit sites I can see. Across a network that size, an inbound call is a routing decision before it's a booking, and a caller who lands on the wrong location is revenue the brand already paid to generate. An agent that knows every location's real hours routes first, books as pending, and reports per site so a network average never hides one clinic. If this sits with someone at corporate, I'd rather reach them than pitch a single location. Worth a redirect?",358,4.9,379
fortlauderdale@viomedspa.com,VIO Med Spa | Fort Lauderdale,Fort Lauderdale,FL,United States,https://www.viomedspa.com/fort-lauderdale/?utm_source=GBP&utm_medium=GBP+Listing,(954) 687-1846,franchise routing,"Reaching out about Fort Lauderdale, though with VIO's franchise footprint this plainly sits above the location. In a franchise network a misrouted call is worse than a missed one — it was already paid for by brand marketing and then handed to the wrong calendar. An agent that knows every location's hours routes before it books and reports per site. If there's a corporate ops owner, I'd rather start there. Worth a redirect?",360,4.9,319
roseville@skinspirit.com,SkinSpirit Roseville,Roseville,CA,United States,https://www.skinspirit.com/locations/roseville/,(279) 226-8550,sunday calls,"Roseville's at a flat 5.0 across 296 reviews — among the strongest sites in the network by my read. Sunday's still dark, which is the one gap the rating can't close. An agent covers Sunday, routes correctly across the other SkinSpirit locations, and books as pending so your desk still confirms. If this is a corporate decision rather than a location one, happy to be redirected. Worth exploring?",362,5,296
katy@skinspirit.com,SkinSpirit Katy,Katy,TX,United States,https://www.skinspirit.com/locations/katy/,(281) 769-8644,location routing,"Writing about Katy — 180 reviews at 4.9, Sunday closed. As the Texas site in a mostly West Coast network, you probably catch a share of calls meant for other locations and vice versa. An agent that knows each location's real hours routes before booking, which matters more across time zones than within one. If corporate owns this, I'd rather reach them. Worth a redirect?",363,4.9,180
upperarlington@viomedspa.com,VIO Med Spa | Upper Arlington,Columbus,OH,United States,https://www.viomedspa.com/upper-arlington/?utm_source=GBP+Listing&utm_medium=GBP,(614) 686-4418,two dark days,"Upper Arlington shows closed Sunday and Monday — two dark days, where most VIO locations I can see only lose Sunday. That's an extra day of inbound landing nowhere. An agent covers both and routes across the franchise network rather than just answering locally. As with the other locations, if this is a corporate call I'd rather start there. Worth exploring?",364,4.9,179
nwportland@skinspirit.com,SkinSpirit Portland,Portland,OR,United States,https://www.skinspirit.com/locations/portland/,(971) 369-7400,sunday coverage,"NW Portland, 168 reviews at 4.9, Sunday dark. Portland books aesthetics on Sunday evenings more than most markets, so that closure costs more here than it would in Katy. An agent covers Sunday, routes correctly across the network, and books as pending. Happy to be redirected if this sits with corporate. Worth a look?",365,4.9,168
southtampa@elase.com,Elase Medical Spa - South Tampa,Tampa,FL,United States,https://elase.com/locations/south-tampa/?UTM_source=GMB_listing&UTM_medium=organic&utm_campaign=southtampa,(813) 921-8770,location routing,"Writing about South Tampa. Elase runs 38 locations across seven states by my read, which makes this a network decision rather than a local one — and at that scale a misrouted call is a measurable line, not an anecdote. An agent that knows every location's real hours routes first, books as pending, and reports per site. I'd rather reach whoever owns this at corporate than pitch one clinic. Worth a redirect?",366,4.9,167
greenlake@skinspirit.com,SkinSpirit Seattle - Green Lake,Seattle,WA,United States,https://www.skinspirit.com/locations/seattle-green-lake/,(206) 656-1020,sunday calls,"Green Lake, 160 reviews at 4.8, Sunday closed. Seattle's a strong weekend-booking market and Sunday is the day it happens. An agent covers Sunday, routes across the network's other locations, and books as pending so your desk confirms. If corporate owns the decision, happy to be pointed there instead. Worth exploring?",367,4.8,160
info@orangetwist.com,OrangeTwist Princeton,Princeton,NJ,United States,https://orangetwist.com/center/princeton/,(609) 445-1200,location routing,"Writing about Princeton, though OrangeTwist runs a multi-location network so this likely sits at corporate. At that footprint a misrouted call is a booking the brand already paid to generate. An agent that knows each location's hours routes before it books and reports per site. Happy to be redirected to whoever owns this. Worth a look?",474,4.9,84
pasadena@skinspirit.com,SkinSpirit Pasadena,Roseville,CA,United States,https://www.skinspirit.com/locations/pasadena/,(626) 765-6291,location routing,"Another SkinSpirit site — I've written to several, so if this is a corporate decision I'd rather consolidate than keep emailing locations. An agent that knows every location's hours routes before booking and reports per site. Point me at whoever owns it and I'll stop filling inboxes. Worth a redirect?",489,4.9,80
tamaya@viomedspa.com,VIO Med Spa | Tamaya,Jacksonville,FL,United States,https://www.viomedspa.com/locations/vio-med-spa-tamaya,(904) 800-4846,franchise routing,"Another VIO location. I've written to a few, so rather than keep emailing sites: if there's a corporate ops owner for the franchise network, that's the conversation worth having. An agent that knows every location's hours routes before booking and reports per site. Worth a redirect?",494,4.7,77
info@facefoundrie.com,FACE FOUNDRIÃ‰ - Pearland,Pearland,TX,United States,https://facefoundrie.com/,(832) 492-1644,franchise routing,"FACE FOUNDRIÉ runs a multi-location franchise, so this likely sits at corporate rather than at Pearland. A misrouted call across a franchise is a booking the brand already paid for. An agent routes across locations and reports per site. Happy to be redirected. Worth a look?",547,4.7,59
schaumburg@elase.com,Elase Medical Spa - Schaumburg,Weston,FL,United States,https://elase.com/locations/schaumburg/?UTM_source=GMB_listing&UTM_medium=organic&utm_campaign=schaumburg,(847) 865-9408,location outlier,"Schaumburg sits at 4.6, below where Elase runs elsewhere in the network — that reads as a single-site issue rather than a company one, and it's the kind that compounds if nobody owns replying. Review requests fire on treatment completion with replies drafted for approval, reported per clinic. Given the 38-location footprint this likely sits at corporate — happy to be redirected. Worth exploring?",646,4.6,37
nordstromscottsdale@skinspirit.com,SkinSpirit at Nordstrom Scottsdale,Scottsdale,AZ,United States,https://www.skinspirit.com/locations/nordstrom-scottsdale,(480) 530-9800,location routing,"Another SkinSpirit site — I've written to several already, so rather than keep filling location inboxes: if there's a corporate owner for this decision, point me there and I'll stop. An agent routes across the network and reports per site. Worth a redirect?",716,5,20
southpark@elase.com,Elase Medical Spa - Charlotte - SouthPark,Charlotte,NC,United States,https://elase.com/locations/southpark/?UTM_source=GMB_listing&UTM_medium=organic&utm_campaign=southpark,(704) 459-2948,location routing,"Another Elase site — I've written to a couple already, and across 38 locations this is clearly a corporate decision. Point me there and I'll stop emailing individual clinics. Worth a redirect?",755,5,12
