Email,Company,City,State,Country,Website,Phone,microns_subject,microns_body,microns_rank,microns_rating,microns_reviews
nelly@azuremedspaboca.com,azure med spa boca,Boca Raton,FL,United States,http://azuremedspaboca.com/,(561) 260-2595,sunday calls,"Nelly — Sunday dark in Boca, where a caller has four alternatives within a mile. An agent covers it and books as pending. Worth a look?",695,5,25
info@bevelseattle.com,Bevel Aesthetics | Ballard Injectables Medical Spa,Seattle,WA,United States,https://www.bevelseattle.com/?utm_source=Google+Business+Profile&utm_medium=online&utm_campaign=location+search&utm_id=lead+generation&utm_content=Google+Business+Profile+profile+link,(206) 552-9262,two dark days,Closed Sunday and Monday in Ballard. An agent covers both and books as pending. Worth exploring?,696,5,25
winkbeauty2021@gmail.com,Wink Aesthetic Clinic,Palo Alto,CA,United States,http://winkaestheticmtv.com/,(650) 282-5209,front desk,An agent answers what you can't and books as pending. Worth exploring?,698,4.7,25
info@venusmd.com,VENUS MD,Huntington Beach,CA,United States,https://www.venusmd.com/,(714) 839-8712,sunday calls,Sunday closed on the coast. An agent covers it and books as pending. Worth a look?,699,5,24
aestheticsbynht@gmail.com,Aesthetics by NHT,Ridgewood,NJ,United States,https://www.aestheticsbynht.com/,(201) 563-2415,front desk,An agent picks up what you miss and books as pending for you to confirm. Worth a look?,700,5,24
esthetics.kelsey@gmail.com,"Luxe Complexion Aesthetics, LLC",Jupiter,FL,United States,https://luxe-complexion.com/,(561) 225-4749,sunday calls,Kelsey — Sunday closed. An agent covers it and books as pending. Worth exploring?,701,5,24
info@realaestheticmedspa.com,Real Aesthetic Medical Spa,Miami,FL,United States,https://realaestheticmedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=website_button,(786) 580-5702,sunday calls,"Sunday dark in Miami, where the competition is measured in blocks. An agent covers it and books as pending. Worth exploring?",703,5,23
info@skinsplendid.com,SkinSplendid,Montclair,NJ,United States,https://skinsplendid.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(973) 275-7595,sunday calls,Sunday closed. An agent covers it and books as pending for you to confirm. Worth exploring?,705,5,23
info@moimedspa.com,MOI Wellness and Aesthetics,The Woodlands,TX,United States,http://www.moimedspa.com/,(281) 766-4772,two dark days,Closed Monday and Saturday. An agent covers both and books as pending. Worth a look?,706,5,23
info@luxeskincenter.com,Luxe Skin Center,Newport Beach,CA,United States,https://www.luxeskincenter.com/,(949) 400-6727,sunday calls,Sunday dark in Newport. An agent covers it and books as pending. Worth exploring?,707,5,22
hello@vuemedicalspa.com,Vue Medical Spa,Salt Lake City,UT,United States,https://www.vuemedicalspa.com/,(801) 303-3883,weekend calls,Closed Friday and Saturday — losing both takes out the main booking window. An agent covers them and books as pending. Worth a look?,708,5,22
info@medspadivina.com,Divina MedSpa,Key Biscayne,FL,United States,https://medspadivina.com/,(305) 812-4050,sunday calls,"Sunday closed on the Key, where your client base is local and calls on impulse. An agent covers it and books as pending. Worth exploring?",709,5,22
kristenbobertz@gmail.com,Skin & Body Wellness by Kristen,Pleasanton,CA,United States,http://skinandbodywellnessbykristen.com/,(925) 788-7649,booked by name,Kristen — the practice is you. Every call during a treatment is someone who had already chosen you. An agent picks up. Worth a look?,710,5,22
contact@onemedspa.co,One Med Spa,Sacramento,CA,United States,http://www.onemedspa.co/,(916) 900-9434,two dark days,Closed Sunday and Monday. An agent covers both and books as pending. Worth a look?,711,5,21
adelolmo@venyamed.com,Venya Medical Spa,Portland,OR,United States,https://venyamed.com/,(503) 444-9294,sunday calls,Sunday dark. Portland books aesthetics on Sunday evenings more than most cities. An agent covers it and books as pending. Worth exploring?,712,4.8,21
info@dosskin.com,Dos Skin Medspa,Huntington Beach,CA,United States,https://www.dosskin.com/,(714) 718-6877,two dark days,Closed Monday and Tuesday. Two consecutive early-week closures means Friday's inbound waits until Wednesday. An agent covers both and books as pending. Worth exploring?,714,5,21
woodlandsaesthetics@gmail.com,Woodlands Aesthetics,The Woodlands,TX,United States,http://www.woodlandsaesthetics.com/,(281) 363-4450,weekend calls,Both weekend days closed. An agent covers them. Worth exploring?,715,5,21
contact@invoguemedspa.com,In Vogue Med Spa,Winter Park,FL,United States,http://www.invoguemedspa.com/,(630) 357-5100,weekend calls,Both weekend days closed in a market with a med spa on every block. An agent covers them and books as pending. Worth exploring?,718,5,20
atelieraestheticsbyash@gmail.com,Atelier Aesthetics By Ash,Raleigh,NC,United States,https://atelieraestheticsbyash.glossgenius.com/,(919) 307-7723,two dark days,"Ash — closed Monday and Tuesday, so Friday's inbound waits until Wednesday. An agent covers both. Worth a look?",720,5,20
nvmedspahonolulu@gmail.com,NV Medspa Honolulu,Honolulu,HI,United States,https://thenvmedspa.com/,(808) 439-5111,time zones,A mainland time zone puts real inbound outside every hour you staff. An agent covers those regardless. Worth exploring?,721,5,20
avennekotter@gmail.com,botox anonymous,Pearland,TX,United States,http://www.botoxanonymous.com/,(713) 408-1730,weekend calls,Both weekend days closed. An agent covers them and books as pending. Worth a look?,722,5,20
info@periziaaesthetics.com,Perizia Aesthetics,Jupiter,FL,United States,https://periziaaesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_id=2060digital,(561) 318-7895,weekend calls,Both weekend days closed. Jupiter is referral-driven — those calls were warm. An agent covers them and books as pending. Worth exploring?,723,5,19
hello@skintention.co,Skintention,Pleasanton,CA,United States,https://www.skintention.co/,(925) 398-3932,midweek gap,Closed Sunday and Tuesday. The Tuesday closure catches people out. An agent knows your real schedule; reminders at 24 and 2 hours catch the rest. Worth a look?,724,5,19
koreanskintheory@gmail.com,Korean Skin Theory,San Jose,CA,United States,http://www.koreanskintheory.com/,(408) 415-0238,front desk,An agent answers what you can't and books as pending. Worth exploring?,725,5,19
thelab.aventura@gmail.com,THE LAB | Beauty and Laser Hair Removal,Aventura,FL,United States,http://labaventura.com/,(754) 400-1007,sunday calls,Sunday closed in Aventura. An agent covers it. Worth a look?,726,5,19
beauforia-aesthetics@beauforia.us,Beauforia Aesthetics,Pearland,TX,United States,https://beauforia-aesthetics.com/,(732) 908-6055,midweek gap,"Closed Wednesday — the one patients never remember, which makes it costly in no-shows. Reminders at 24 and 2 hours catch it. Worth a look?",728,5,19
info@delrayskin.com,Delray Skin,Delray Beach,FL,United States,https://www.delrayskinstudio.com/,(561) 440-8020,sunday calls,Sunday closed. An agent covers it and books as pending. Worth exploring?,729,5,19
monna.manning@blueskymedspa.net,Blue Sky Med Spa,Columbus,OH,United States,https://www.blueskymedspa.net/,(704) 374-5285,sunday calls,Monna — Sunday closed. An agent covers it and books as pending for you to confirm. Worth exploring?,730,5,18
guestservices@theinnatrsf.com,Mila Moursi Spa at The Inn,Rancho Santa Fe,CA,United States,https://theinnatrsf.com/mila-moursi-spa-at-the-inn/,(858) 381-8255,likely wrong contact,"Honest note: this address is the hotel's guest services rather than the spa's own line, so this may be the wrong door entirely. What I build is a front desk and rebooking layer for aesthetics practices. If the spa runs its own bookings, I'd rather reach whoever owns that. Worth a redirect?",731,4.6,18
info@mdaestheticsandbeauty.com,MD Aesthetics and Skin Tightening,Darien,CT,United States,https://mdaestheticsandbeauty.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,(312) 834-4833,front desk,An agent answers what you can't and books as pending for you to confirm. Worth a look?,732,5,18
lavishskinbymaggie@gmail.com,Lavish Skin By Maggie,Burlingame,CA,United States,http://www.lavishskinbymaggie.com/,(650) 281-8136,booked by name,"Maggie — the practice is you, so every missed call is a client who wanted you. An agent picks up in your voice. Worth a look?",734,5,18
relaxstudiosf@gmail.com,Relax Studio SF,Burlingame,CA,United States,http://relaxstudiosf.com/,(650) 668-9888,front desk,An agent answers what you can't and books as pending. Worth exploring?,735,5,18
melissaperry8325@gmail.com,Bare Beauty Esthetics,Pleasanton,CA,United States,http://melissavillados.wixsite.com/esthetics,(510) 305-8925,two dark days,Melissa — closed Friday and Sunday. An agent covers both and books as pending. Worth a look?,736,5,17
jen@artofinjections.com,Art Of Injections,Minneapolis,MN,United States,http://artofinjections.com/,(763) 496-4488,booked by name,"Jen — with a practice built around your own injecting, people call asking for you. Every call during a treatment is someone who had already chosen you. An agent picks up in your voice and books as pending. Worth exploring?",737,4.8,16
info@edelclinic.com,Edelweiss Aesthetics,Boston,MA,United States,https://edelclinic.com/,(617) 297-7418,midweek gap,Closed Monday and Thursday. A midweek Thursday closure is the one nobody remembers. An agent knows your schedule; reminders catch the drift. Worth a look?,738,5,16
info@betteroff.com,Better Off Medspa and Weight Loss,Encinitas,CA,United States,https://www.betteroff.com/,(760) 978-9965,weight loss leads,"Weight loss is in your offering, and those inquiries arrive in volume and mostly unqualified — while both weekend days are closed. Six questions score and route them, contraindication gates outside the scoring. Worth exploring?",741,5,15
melissa@cosmedicainjections.com,Cosmedica Injections,Jupiter,FL,United States,http://www.cosmedicainjections.com/,(561) 389-3331,weekend calls,Melissa — both weekend days closed. An agent covers them and books as pending for you to confirm. Worth a look?,742,5,15
contact@truserenemedspa.com,TruSerene MedSpa,McKinney,TX,United States,https://truserenemedspa.com/,(469) 972-1188,front desk,15 reviews and building. Early practices lose bookings to an unanswered phone more than established ones — there's no brand recall to catch them. An agent picks up and books as pending. Worth exploring?,743,5,15
alba@cocoatxspa.com,Coco Aesthetics Medspa,Austin,TX,United States,https://cocomedspa.glossgenius.com/,(512) 402-2092,two dark days,Alba — closed Sunday and Monday. An agent covers both and books as pending for you to confirm. Worth a look?,744,5,15
info@maximpineville.com,The Maxim Clinic - Pineville,Charlotte,NC,United States,https://maximpineville.com/,(704) 750-8801,two dark days,Closed Monday and Saturday. An agent covers both and books as pending. Worth a look?,745,5,14
info@tinabeautymedicalspa.com,Tina Beauty Medical Spa,Beverly Hills,CA,United States,https://tinabeautymedicalspa.com/,(310) 467-1355,front desk,In Beverly Hills a voicemail reads as a smaller operation than you are. An agent answers in your clinic's voice and books as pending. Worth a look?,747,5,14
hello@santeforwellness.com,SantÃ© Wellness & Aesthetics,Temecula,CA,United States,https://santeforwellness.com/,(951) 440-0505,sunday calls,Sunday closed in a weekend-visitor market. An agent covers it and books as pending. Worth exploring?,748,5,14
jennifer@lescapespa.com,L'Escape Spa,Burlingame,CA,United States,http://lescapespa.com/,(650) 347-7706,sunday calls,Jennifer — Sunday dark on the Peninsula. An agent covers it and books as pending. Worth a look?,749,5,13
ceo@tahiramedspa.com,Tahira Aesthetics and Lasers,Sugar Land,TX,United States,https://www.tahiramedspa.com/,(409) 974-3388,front desk,"At thirteen reviews you're building, and the phone is the whole funnel at this stage. An agent picks up and books as pending. Worth exploring?",750,5,13
lmhs02981@gmail.com,LM SkinLuxe Aesthetic Clinic,Houston,TX,United States,https://lmskinluxe.com/,(832) 593-9839,front desk,An agent picks up what you miss and books as pending. Worth exploring?,751,5,13
hello@skinhavenclinic.com,Skin Haven Cosmetic Clinic,Seattle,WA,United States,https://www.skinhavenclinic.co/,(877) 756-4286,early stage,Thirteen reviews and building. The two things that compound now are review volume and never missing a call — both run without you. Worth exploring?,752,4.8,13
info@orlandoskinclinic.com,Orlando Center of Medical Aesthetics (OCMA),Orlando,FL,United States,http://www.orlandoskinclinic.com/,(407) 919-5629,weekend calls,Both weekend days closed. An agent covers them and books as pending. Worth a look?,756,5,12
info@indehealth.com,indÄ“ health,Weston,FL,United States,https://www.indehealth.com/,(954) 302-8382,two dark days,Closed Monday and Saturday. An agent covers both and books as pending. Worth exploring?,757,5,12
info@rinova-wellness.com,RinovaMD MedSpa,Sugar Land,TX,United States,http://www.rinova-wellness.com/,(281) 845-8920,front desk,An agent answers what you can't and books as pending for you to confirm. Worth a look?,758,5,12
rejuvenateutah@gmail.com,Rejuvenate Medical Spa,Salt Lake City,UT,United States,http://www.rejuvenateutah.com/,(801) 272-4178,sunday calls,Sunday closed. An agent covers it and books as pending. Worth a look?,759,5,12
yasouspa@yahoo.com,Yasou Electrolysis And Skin Care,Summit,NJ,United States,http://yasouspa.com/,(413) 774-7400,rebooking,"Electrolysis runs in courses — rebooking is the whole model, and it slips first. A daily job flags anyone past due. Worth exploring?",760,4.7,12
info@beautyinla.com,Beauty in LA Cosmetology Clinic. Medical SPA Los Angeles,Washington,DC,United States,https://beautyinla.com/,(707) 240-4040,weekend calls,Both weekend days closed. An agent covers them and books as pending. Worth exploring?,762,4.8,11
hello@chicagomedspa.com,Chicago Medspa,Chicago,IL,United States,https://chicagomedspa.com/?y_source=1_MjA4MDI1MjEyOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(312) 426-2033,sunday calls,Sunday closed. An agent covers it and books as pending. Worth a look?,763,5,11
dina@ismileaesthetics.com,Infinite Smile Aesthetics LLC,Pleasanton,CA,United States,https://ismileaesthetics.com/,(925) 351-1123,two dark days,Dina — closed Monday and Saturday. An agent covers both and books as pending for you to confirm. Worth exploring?,764,5,11
admin@oasismedicalclinic.com,Oasis Medical Clinic & Spa,McKinney,TX,United States,https://oasisclinicandspa.com/,(469) 606-2008,weekend calls,Both weekend days closed. An agent covers them and books as pending. Worth a look?,765,5,11
info@raniaaestheticsstudio.com,Rania Aesthetic Studio,Sugar Land,TX,United States,https://www.raniaaestheticstudio.com/,(832) 400-2763,sunday calls,Sunday closed. An agent covers it and books as pending. Worth a look?,767,5,11
contact@bodybychic.com,Body By Chic,Allen,TX,United States,https://bodybychic.com/,(214) 432-6470,weekend calls,Both weekend days closed. An agent covers them and books as pending. Worth a look?,768,5,10
wlprovider@mywlroseville.com,Wellness&Longevity,Roseville,CA,United States,https://mywlroseville.com/?fbclid=IwY2xjawQ1PeRleHRuA2FlbQIxMABicmlkETFJd0NTMTB5UHlieDV2SGpCc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHi3FGytytXug-DHK09Tkh-xPE3C2QucmjrlVHX_2Du85vidt5CP-41DE8reJ_aem_58bYeQsP6nqcKIRbHmbVVA,(916) 839-7740,sunday calls,Sunday dark. An agent covers it and books as pending. Worth exploring?,769,5,10
donna@donnastarnesmedspa.com,Donna Starnes Med Spa,McKinney,TX,United States,http://www.donnastarnesmedspa.com/,(214) 892-6464,booked by name,"Donna — with your name on the door, people call asking for you specifically, and mid-treatment nobody answers. An agent picks up and books as pending. Worth a look?",770,5,10
hydroskinaesthetic@gmail.com,HydroSkin Aesthetic,Seattle,WA,United States,https://book.squareup.com/appointments/ujm7ebllgvm66l/location/L6F1SB0SC1QWZ/services,(425) 435-6525,early stage,Ten reviews in. The two things that compound fastest now are review volume and never missing a call. Both run without you. Worth a look?,772,5,10
np@temeculaskindeep.com,Temecula Skin Deep,Temecula,CA,United States,https://www.temeculaskindeep.com/,(951) 528-0601,two dark days,Closed Sunday and Monday. An agent covers both and books as pending. Worth exploring?,774,5,9
hello@themedlounge.com,Med Lounge,Rancho Santa Fe,CA,United States,https://themedlounge.com/,(858) 832-4900,weekend calls,Both weekend days closed. An agent covers them and books as pending. Worth a look?,775,5,9
sacmedspa@yahoo.com,Sacramento Medical Spa,Sacramento,CA,United States,https://www.sacramentomedicalspa.com/,(925) 786-8799,early stage,Nine reviews and building. Every call is a meaningful share of your month at this size. An agent picks up. Worth a look?,776,5,9
info@luxedermatl.com,LUXE Derm Spa,Atlanta,GA,United States,https://luxedermatl.com/,(678) 607-9923,early stage,Seven reviews and a clean 5.0. The single highest-leverage thing at this stage is that every treated client gets asked — it compounds faster now than at any later point. Requests fire on treatment completion. Worth exploring?,781,5,7
catalinaskinandbody@gmail.com,Catalina Skin + Body,New Canaan,CT,United States,https://catalinaskinandbody.com/,(203) 241-1611,early stage,Seven reviews. Asking every client compounds faster now than it ever will again. Runs automatically off treatment completion. Worth exploring?,782,5,7
ttindillbeauty@gmail.com,Tierra Tindill Aesthetics,Rancho Santa Fe,CA,United States,https://tierratindillaesthetics.my.canva.site/,(619) 630-7157,early stage,"Tierra — seven reviews in, and every call is a real share of the month. An agent picks up and books as pending. Worth a look?",783,5,7
info@beautyloungeprosper.com,Beauty Lounge Prosper,McKinney,TX,United States,http://linktr.ee/beautyloungeprosper,(469) 604-1090,early stage,"Seven reviews in. Asking every treated client compounds faster now than it ever will again, and it runs automatically off treatment completion. Worth exploring?",784,5,7
betterforyou.hrt@gmail.com,Better You Medical Day Spa LLC,Nashville,TN,United States,https://betteryouhrt.com/,(629) 202-8864,hormone inquiries,"HRT inquiries need screening rather than straight booking, and at six reviews you're setting the pattern now. Six questions with contraindication gates outside the scoring. Worth exploring?",786,5,6
info@loveyourbodystudios.com,Love Your Body Endermologie & Endospheres Manhattan Beach,Manhattan Beach,CA,United States,https://loveyourbodystudios.com/,(949) 723-9530,rebooking,"Endermologie runs in courses, which makes rebooking your whole model from day one. A daily job flags anyone past due with nothing scheduled. Worth exploring?",788,5,5
aestheticianallyson@gmail.com,ABC Aesthetics,Baltimore,MD,United States,https://abcaesthetics.glossgenius.com/,,early stage,Allyson — four reviews in. Review volume and answered calls are the only two things that compound at this stage. Both run automatically. Worth a look?,791,5,4
glittershooting@gmail.com,Persimmon Burlingame,Burlingame,CA,United States,https://tr.ee/zYs8Css6b7,(510) 602-2897,early stage,Four reviews. Every treated client asked is the cheapest growth available to you right now. Worth exploring?,792,5,4
info@oahumedspakahala.com,Oahu Med Spa,Honolulu,HI,United States,https://oahumedspakahala.com/,(808) 501-1221,early stage,"Three reviews and just starting. Two things compound from day one: asking every client for a review, and never missing a call. Both run automatically. Worth exploring?",793,5,3
hello@btoxbar.com,B.TOX.BAR. Burlingame,Burlingame,CA,United States,https://www.btoxbar.com/,(650) 844-7144,early stage,"Three reviews in. At this point every single call is a meaningful share of your month, which makes an unanswered phone unusually expensive. An agent picks up and books as pending. Worth a look?",794,5,3
info@fitzyshadesmedspa.com,Fitzy Shades Medspa and Laser,Flower Mound,TX,United States,https://www.fitzyshadesmedspa.com/,(833) 348-9977,early stage,Three reviews and building. The cheapest growth available to you right now is asking every treated client for a review — it runs automatically off treatment completion. Worth exploring?,795,5,3
niceskinaesthetics@gmail.com,Nice Skin Aesthetic Med Spas,Huntington Beach,CA,United States,https://www.niceskin.com/contact,(714) 587-4704,early stage,Three reviews in. Asking every client compounds fastest at exactly this point. Worth a look?,796,5,3
say@saybeautymedspa.com,Saybeautymedspa,Manhattan Beach,CA,United States,http://saybeautymedspa.com/,(310) 409-8048,early stage,"Two reviews in. Everything compounds from here, and the two things that compound fastest are review volume and never missing a call. Both run without you. Worth a look?",797,5,2
loistec@aol.com,Electrolysis & Skin Care Clinic,Manhattan Beach,CA,United States,http://www.electrolysis-permanentmake-up.com/,(310) 372-5338,early stage,"Lois — two reviews. Electrolysis runs in courses, so rebooking and review requests are both worth setting up before the volume arrives rather than after. Worth exploring?",798,5,2
encoremedspa@gmail.com,Encore Medspa,Pleasanton,CA,United States,http://www.encoremdspa.com/,(925) 932-1843,early stage,Two reviews and starting out. The habits that compound are asking every client and never missing a call. Worth a look?,799,5,2
umoyahelp@gmail.com,Umoya Wellness Spa,Salt Lake City,UT,United States,http://myumoyaspa.com/,(385) 282-9074,early stage,"One review. Everything is ahead of you, which is the best time to set up the two things that compound: reviews and answered calls. Worth exploring?",801,5,1
aroma8medspa@gmail.com,Aroma 8 Med Spa,Sugar Land,TX,United States,https://aroma8spa.com/,(346) 741-3332,early stage,One review in. Worth setting up review requests before the volume arrives rather than trying to catch up later. Worth a look?,802,5,1
grandspaca@gmail.com,Grand Medical Spa,Huntington Beach,CA,United States,https://grandmedspaca.com/,(714) 766-5568,early stage,One review. At this point every treated client asked is a measurable move in your public number. Runs automatically. Worth exploring?,803,5,1
