row,tier,tier_reason,business_name,display_name,city,state,email,website,phone,rating,review_count,closed_days,open_days_count,signal_used,subject,first_line,spam_flags
31,A,email domain matches clinic website,BeautyCo,BeautyCo,Raleigh,NC,hello@beautycoraleigh.com,http://beautycoraleigh.com/,(984) 222-0026,4.9,337,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.9 across 337 reviews, and the calendar still shows Sunday dark.",
32,A,email domain matches clinic website,Bella Medspa,Bella,Philadelphia,PA,info@bellamedspaonline.com,https://bellamedspaonline.com/laser-hair-removal/philadelphia/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing-philly,(267) 639-2091,4.6,200,Sunday,6,weekend_gap_high_demand,sunday calls,"200 Google reviews at 4.6 says the demand around Philadelphia is already there, and the listing has you closed Sundays.",
35,A,email domain matches clinic website,Better Med Spa & Wellness,Better Med Spa & Wellness,Chicago,IL,hello@bettermedspa.com,https://www.bettermedspa.com/,(312) 285-2618,4.7,156,,7,service_breadth,pricing questions,"facials, laser hair removal and skin care under one roof is a wide menu for one phone line.",
36,A,email domain matches clinic website,Beverly Hills Beauty & Aesthetics,Beverly Hills Beauty & Aesthetics,Beverly Hills,CA,hello@beverlyhillsbeauty.com,http://www.beverlyhillsbeauty.com/,(310) 367-3024,4.9,101,,7,rating_floor,front desk,Holding 4.9 stars says the chair-side work is dialed in.,
39,A,email domain matches clinic website,Beverly Wilshire Aesthetics Beverly Hills Medical Spa,Beverly Wilshire Aesthetics Beverly Hills,Beverly Hills,CA,info@bwaesthetics.com,https://www.bwaesthetics.com/medical-spa-beverly-hills/?utm_source=GBP&utm_medium=organic,(424) 453-5340,5.0,148,Saturday,6,rating_floor,front desk,Holding 5.0 stars says the chair-side work is dialed in.,
41,A,email domain matches clinic website,Body Beautiful Day and Med Spa,Body Beautiful Day,Phoenix,AZ,customercare@bodybeautifulspa.net,https://bodybeautifulspa.net/,(602) 522-9222,4.6,194,Sunday,6,weekend_gap_high_demand,sunday calls,"194 Google reviews at 4.6 says the demand around Phoenix is already there, and the listing has you closed Sundays.",
42,A,email domain matches clinic website,Boss Gal Beauty Bar - Clintonville,Boss Gal Beauty Bar,Columbus,OH,booking@bossgalbeautybar.com,https://www.bossgalbeautybar.com/contact/clintonville-spa/,(614) 820-5178,4.9,568,,7,high_volume_phone_load,front desk,4.9 across 568 reviews suggests the phone rarely stops.,
43,A,email domain matches clinic website,Boston Medical Aesthetics,Boston,Boston,MA,info@bostonmedicalaesthetics.net,https://www.bostonmedicalaesthetics.net/?utm_source=gmb&utm_medium=organic,(617) 973-9700,4.9,287,Sunday,6,weekend_gap_high_demand,sunday calls,"4.9 across 287 reviews, and the calendar still shows Sunday dark.",
44,A,email domain matches clinic website,Brilliance Aesthetics & Injectables Med Spa,Brilliance Aesthetics & Injectables,Washington,DC,office@brillianceorchardpark.com,http://brillianceorchardpark.com/,(716) 508-4490,5.0,169,,7,rating_floor,front desk,5.0 on Google in Washington is a hard number to hold.,
45,A,email domain matches clinic website,California Cosmetics,California Cosmetics,Newport Beach,CA,info@californiacosmetics.com,https://californiacosmetics.com/?utm_source=google&utm_medium=local&utm_campaign=newportbeach-practice-website,(855) 977-1982,4.8,161,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 161 reviewers are scrolling.",
46,A,email domain matches clinic website,"Capizzi, MD Cosmetic Surgery & Med Spa in Charlotte NC","Capizzi, MD Cosmetic Surgery & Med Spa in Charlotte NC",Charlotte,NC,frontdesk@capizzimd.com,https://capizzimd.com/,(704) 655-8988,4.8,649,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.8 across 649 reviews, and the calendar still shows Sunday dark.",
47,A,email domain matches clinic website,Cell Renew Medical Spa Downtown,Cell Renew Medical Spa Downtown,Tampa,FL,admin@cellrenewtampa.com,https://www.cellrenewtampa.com/,(813) 600-0666,4.9,591,Sunday,6,weekend_gap_high_demand,sunday calls,"591 Google reviews at 4.9 says the demand around Tampa is already there, and the listing has you closed Sundays.",
49,A,email domain matches clinic website,Charlotte Plastic Surgery,Charlotte Plastic Surgery,Charlotte,NC,info@charlotteplasticsurgery.com,https://www.charlotteplasticsurgery.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=uptown,(704) 372-6846,4.7,245,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.7 across 245 reviews, and the calendar still shows Sunday dark.",
50,A,email domain matches clinic website,Cherry Medical Aesthetics,Cherry,Denver,CO,reception@cherrymedispa.com,https://cherrymedispa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(720) 479-8793,4.9,279,Sunday,6,weekend_gap_high_demand,sunday calls,"279 Google reviews at 4.9 says the demand around Denver is already there, and the listing has you closed Sundays.",
54,A,email domain matches clinic website,CMA - Center for Modern Aesthetic Medicine,Cma,Jacksonville,FL,info@cmamedicine.com,https://cmamedicine.com/?utm_source=gbp,(904) 772-5828,4.8,250,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 250 reviewers are scrolling.",
55,A,email domain matches clinic website,Cocoon Day Spa San Francisco - Soma,Cocoon Day Spa San Francisco,San Francisco,CA,soma@cocoondayspa.com,https://cocoondayspa.com/soma/?utm_source=Local+Flow+Marketing_GBP&utm_medium=organic&utm_campaign=Cocoon-Soma-GBP,(415) 894-0782,4.8,517,,7,high_volume_phone_load,front desk,517 reviews is real volume for a single location.,
56,A,email domain matches clinic website,Complexion Nashville,Complexion Nashville,Nashville,TN,info@complexionnashville.com,http://www.complexionnashville.com/,(615) 757-8060,5.0,231,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"231 Google reviews at 5.0 says the demand around Nashville is already there, and the listing has you closed Sundays.",
58,A,email domain matches clinic website,Cosmetica,Cosmetica,Boca Raton,FL,contact@cosmeticamedspa.com,https://cosmeticamedspa.com/?utm_campaign=gmb&utm_medium=gbpinfo&utm_source=googlebusinessprofile,(561) 621-1156,4.8,1335,,7,high_volume_phone_load,front desk,1335 reviews is real volume for a single location.,
60,A,email domain matches clinic website,Couture Medical,Couture,Las Vegas,NV,info@couturemedical.com,https://couturemedical.com/,(702) 608-9505,4.8,1134,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 1134 reviewers are scrolling.",
61,A,email domain matches clinic website,Curiva Med Spa,Curiva,Los Angeles,CA,hello@curivamedspa.com,https://www.curivamedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(424) 722-9250,4.9,103,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
63,A,email domain matches clinic website,dermani MEDSPAÂ® Buckhead,dermani MEDSPAÂ® Buckhead,Atlanta,GA,buckhead@dermanimedspa.com,https://dermanimedspa.com/buckhead-atlanta-ga/,(770) 847-8230,4.7,430,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 430 reviewers are scrolling.",
66,A,email domain matches clinic website,Dr. Cynthia Diehl,Dr. Cynthia Diehl,Raleigh,NC,frontdesk@diehlplastics.com,https://diehlplastics.com/,(919) 381-5540,4.8,166,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 166 reviewers are scrolling.",
68,A,email domain matches clinic website,ElaMar Nashville,ElaMar Nashville,Nashville,TN,nashville@elamarskin.com,https://elamarskin.com/locations/elamar-nashville-tn/,(615) 235-9225,5.0,659,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"659 Google reviews at 5.0 says the demand around Nashville is already there, and the listing has you closed Sundays.",
69,A,email domain matches clinic website,Elase Medical Spa - South Tampa,Elase,Tampa,FL,southtampa@elase.com,https://elase.com/locations/south-tampa/?UTM_source=GMB_listing&UTM_medium=organic&utm_campaign=southtampa,(813) 921-8770,4.9,167,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 167 reviewers are scrolling.",
70,A,email domain matches clinic website,Elase Medical Spa - Sugarhouse,Elase,Salt Lake City,UT,sugarhouse@elase.com,https://elase.com/locations/sugar-house/?UTM_source=GMB_listing&UTM_medium=organic&utm_campaign=SugarHouse,(801) 253-6474,4.9,1556,Sunday,6,weekend_gap_high_demand,sunday calls,"4.9 across 1556 reviews, and the calendar still shows Sunday dark.",
72,A,email domain matches clinic website,Elisiano Dermatology & Aesthetics - South Boston,Elisiano Dermatology & Aesthetics,Boston,MA,hello@elisianodermatology.com,https://elisianodermatology.com/,(617) 615-6698,5.0,107,Saturday;Sunday,5,full_weekend_closed,weekend calls,The listing has Elisiano Dermatology & Aesthetics dark both weekend days.,
73,A,email domain matches clinic website,Elixir Aesthetics,Elixir Aesthetics,Tampa,FL,hello@elixiraestheticsmedspa.com,https://www.elixiraestheticsmedspa.com/?utm_source=gbp&utm_medium=organic&utm_campaign=profile,(813) 219-1876,5.0,119,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
74,A,email domain matches clinic website,ELLEMES Medical Spa,ELLEMES,Atlanta,GA,info@ellemesmedspa.com,https://ellemesmedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,(470) 222-6581,4.9,444,Sunday,6,weekend_gap_high_demand,sunday calls,"444 Google reviews at 4.9 says the demand around Atlanta is already there, and the listing has you closed Sundays.",
75,A,email domain matches clinic website,Enigma Plastic Surgery,Enigma Plastic Surgery,Philadelphia,PA,info@enigmamedispa.com,http://enigmamedispa.com/,(215) 717-7117,4.8,270,Monday;Saturday;Sunday,4,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 270 reviewers are scrolling.",
76,A,email domain matches clinic website,Essence Medspa & Wellness Center,Essence Medspa & Wellness Center,Chicago,IL,keepcalm@essence-medspa.com,http://www.essence-medspa.com/,(773) 763-1212,4.9,578,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.9 across 578 reviews, and the calendar still shows Sunday dark.",
77,A,email domain matches clinic website,Essential Aesthetics & Health,Essential Aesthetics & Health,Fort Lauderdale,FL,info@essentialaestheticsfl.com,https://www.essentialaestheticsfl.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(754) 778-7375,5.0,159,Sunday,6,weekend_gap_high_demand,sunday calls,"159 Google reviews at 5.0 says the demand around Fort Lauderdale is already there, and the listing has you closed Sundays.",
78,A,email domain matches clinic website,Esthetics Center Sacramento,Esthetics Center Sacramento,Sacramento,CA,info@estheticscenter.com,https://www.estheticscenter.com/locations/sacramento?utm_source=google&utm_medium=organic&utm_campaign=gbpSacramento&utm_content=website,(916) 259-9971,4.9,777,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 777 reviewers are scrolling.",
81,A,email domain matches clinic website,Forever Young Aesthetics,Forever Young Aesthetics,Seattle,WA,youngtran@foreveryoungtranaesthetics.com,https://foreveryoungtranaesthetics.com/?utm_source=google&utm_medium=local&utm_campaign=GBP,(206) 486-0753,5.0,238,,7,service_breadth,pricing questions,Running laser hair removal alongside skin care means a lot of different pricing questions.,
82,A,email domain matches clinic website,Gateway Aesthetic Institute and Laser Center,Gateway Aesthetic Institute and Laser Center,Salt Lake City,UT,info@gatewaylasercenter.com,http://gatewaylasercenter.com/?utm_medium=local&utm_source=google&utm_campaign=yext&y_source=1_MTAwNDMwNjQxMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(801) 595-1600,4.4,310,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.4 across 310 reviews, and the calendar still shows Sunday dark.",
85,A,email domain matches clinic website,GLO30 St Louis Central West End,GLO30 St Louis Central West End,St Louis,MO,franchise@glo30.com,https://glo30.com/central-west-end/,(314) 582-4557,4.9,152,Sunday,6,weekend_gap_high_demand,sunday calls,"4.9 across 152 reviews, and the calendar still shows Sunday dark.",
86,A,email domain matches clinic website,Glow Medical Aesthetics,Glow,Houston,TX,info@glowhouston.com,https://www.glowhouston.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Glow-Medical-Aesthetics&utm_content=website,(713) 338-9577,4.9,238,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"238 Google reviews at 4.9 says the demand around Houston is already there, and the listing has you closed Sundays.",
87,A,email domain matches clinic website,Glow Medispa,Glow,Seattle,WA,info@glowspaseattle.com,https://glowspaseattle.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile&utm_content=west_seattle,(206) 228-7281,4.9,189,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 189 reviewers are scrolling.",
88,A,email domain matches clinic website,Glow Medspa Houston,Glow Medspa Houston,Houston,TX,contact@glowmedspa.com,https://glowmedspa.com/laser-treatments-med-spa-services-in-houston-tx/,(346) 478-7600,4.7,422,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"4.7 across 422 reviews, and the calendar still shows Sunday dark.",
90,A,email domain matches clinic website,Green Relief Health,Green Relief Health,Baltimore,MD,info@greenreliefmd.com,https://greenreliefmd.com/,(410) 368-0420,4.9,278,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 278 reviewers are scrolling.",
91,A,email domain matches clinic website,Grey Aesthetics,Grey Aesthetics,Newport Beach,CA,info@greyaestheticsoc.com,https://greyaestheticsoc.com/,(949) 418-7495,4.8,126,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
92,A,email domain matches clinic website,HALO Beverly Hills - Plastic Surgery & MedSpa,HALO Beverly Hills,Beverly Hills,CA,concierge@halobeverlyhills.com,https://www.halobeverlyhills.com/,(310) 772-0755,4.9,154,Sunday,6,weekend_gap_high_demand,sunday calls,"154 Google reviews at 4.9 says the demand around Beverly Hills is already there, and the listing has you closed Sundays.",
93,A,email domain matches clinic website,Hayes Valley Medical Esthetics - Cow Hollow/Marina,Hayes Valley Medical Esthetics,San Francisco,CA,sf@hayesvalleymed.com,https://hayesvalleymed.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,(415) 286-9369,4.9,176,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 176 reviewers are scrolling.",
94,A,email domain matches clinic website,Heyday Skincare Rittenhouse,Heyday Skincare Rittenhouse,Philadelphia,PA,hello@heydayskincare.com,https://www.heydayskincare.com/,(267) 518-8400,4.8,226,,7,rating_floor,front desk,4.8 on Google in Philadelphia is a hard number to hold.,
95,A,email domain matches clinic website,Hjem Aesthetics,Hjem Aesthetics,Minneapolis,MN,erin@hjemaesthetics.com,http://www.hjemaesthetics.com/,(763) 353-3616,5.0,137,Saturday;Sunday,5,full_weekend_closed,weekend calls,"Saturday and Sunday both read closed on your listing, which is when a lot of aesthetic searches happen.",
96,A,email domain matches clinic website,Honolulu Spa And Wellness - Oahu,Honolulu Spa And Wellness,Honolulu,HI,aloha@honoluluspaandwellness.com,https://honoluluspaandwellness.com/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,(808) 232-5626,4.9,687,Sunday,6,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 687 reviewers are scrolling.",
97,A,email domain matches clinic website,Idan Med Spa,Idan,San Francisco,CA,info@idanmedspa.com,https://www.idanmedspa.com/,(628) 222-7522,4.9,325,,7,high_volume_phone_load,front desk,325 reviews is real volume for a single location.,
98,A,email domain matches clinic website,Injection Perfection Medical Spa,Injection Perfection,Boca Raton,FL,info@injection-perfection.com,https://www.injection-perfection.com/?utm_source=GBP&utm_medium=organic&utm_campaign=office,(561) 266-4150,5.0,197,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"197 Google reviews at 5.0 says the demand around Boca Raton is already there, and the listing has you closed Sundays.",
99,A,email domain matches clinic website,Innova MedSpa,Innova,Phoenix,AZ,info@inmedspa.com,http://www.inmedspa.com/,(602) 973-1774,5.0,207,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 207 reviewers are scrolling.",
101,A,email domain matches clinic website,J&P Wellness and aesthetic,J&P Wellness and aesthetic,West Palm Beach,FL,info@jpwellnessandaesthetics.com,https://jpwellnessandaesthetics.com/,(954) 635-0431,4.9,184,Sunday,6,weekend_gap_high_demand,sunday calls,"184 Google reviews at 4.9 says the demand around West Palm Beach is already there, and the listing has you closed Sundays.",
103,A,email domain matches clinic website,Jiva Med Spa Boca Raton,Jiva Med Spa Boca Raton,Boca Raton,FL,info@jivamedspa.com,https://jivamedspa.com/,(561) 933-5355,4.8,159,Sunday,6,weekend_gap_high_demand,sunday calls,"4.8 across 159 reviews, and the calendar still shows Sunday dark.",
105,A,email domain matches clinic website,Juvly Aesthetics,Juvly Aesthetics,Columbus,OH,info@juvly.com,https://www.juvly.com/?y_source=1_MTAwNDg3OTYzNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(614) 500-7000,4.6,277,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 277 reviewers are scrolling.",
106,A,email domain matches clinic website,La Miel Aesthetics,La Miel Aesthetics,Raleigh,NC,lamiel@lamielaesthetics.com,https://lamielaesthetics.com/?utm_source=GBP,(919) 887-8666,4.9,140,Monday;Saturday;Sunday,4,full_weekend_closed,weekend calls,"Weekends show closed on your Google profile, Saturday and Sunday.",
107,A,email domain matches clinic website,Le Spa Medical Spa,Le Spa,Portland,OR,info@lespamedicalspa.com,https://lespamedicalspa.com/,(503) 567-1032,4.9,153,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"153 Google reviews at 4.9 says the demand around Portland is already there, and the listing has you closed Sundays.",
108,A,email domain matches clinic website,Lecada Medical Artistry,Lecada Medical Artistry,Tampa,FL,info@lecadatampa.com,http://www.lecadatampa.com/?utm_source=gbp,(813) 874-2332,4.7,480,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 480 reviewers are scrolling.",
114,A,email domain matches clinic website,Lounge Aesthetics,Lounge Aesthetics,Boston,MA,info@loungeaesthetics.com,https://loungeaesthetics.com/,(774) 260-0843,4.9,126,Saturday;Sunday,5,full_weekend_closed,weekend calls,The listing has Lounge Aesthetics dark both weekend days.,
115,A,email domain matches clinic website,Luminescence Aesthetics Buffalo,Luminescence Aesthetics Buffalo,Washington,DC,hello@luminescence-aesthetics.com,https://www.luminescence-aesthetics.com/,(716) 800-1916,5.0,788,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"5.0 across 788 reviews, and the calendar still shows Sunday dark.",
116,A,email domain matches clinic website,Lux Aesthetics,Lux Aesthetics,Seattle,WA,info@luxaestheticsseattle.com,https://www.luxaestheticsseattle.com/,(425) 331-9092,5.0,262,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"262 Google reviews at 5.0 says the demand around Seattle is already there, and the listing has you closed Sundays.",
118,A,email domain matches clinic website,LYEV Beverly Hills- Medical Spa,LYEV Beverly Hills,Beverly Hills,CA,info@lyevbeverlyhills.com,http://www.lyevbeverlyhills.com/,(310) 601-7400,4.9,221,,7,rating_floor,front desk,4.9 on Google in Beverly Hills is a hard number to hold.,
119,A,email domain matches clinic website,M2 Medical Spa and Wellness,M2 Medical Spa and Wellness,Charlotte,NC,info@m2medicalspaandwellness.com,http://www.m2medicalspaandwellness.com/,(704) 243-9720,4.8,227,Wednesday;Sunday,5,weekend_gap_high_demand,sunday calls,"227 Google reviews at 4.8 says the demand around Charlotte is already there, and the listing has you closed Sundays.",
120,A,email domain matches clinic website,Manhattan Medspa,Manhattan,New York,NY,info@manhattan-medspa.com,https://www.manhattan-medspa.com/,(212) 729-5797,4.5,136,Saturday;Sunday,5,full_weekend_closed,weekend calls,The listing has Manhattan dark both weekend days.,
121,A,email domain matches clinic website,Maven Medi Spa,Maven,Beverly Hills,CA,info@mavenmedispa.com,https://mavenmedispa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(310) 601-8606,4.9,106,Sunday,6,sunday_closed,sunday calls,Noticed Sundays are dark on your listing.,
122,A,email domain matches clinic website,MDW Aesthetics Miami,MDW Aesthetics Miami,Miami,FL,brickell@mdwaesthetics.com,https://www.mdwaesthetics.com/,(305) 995-5439,4.9,212,Sunday,6,weekend_gap_high_demand,sunday calls,"212 Google reviews at 4.9 says the demand around Miami is already there, and the listing has you closed Sundays.",
123,A,email domain matches clinic website,Med Aesthetics Miami,Med Aesthetics Miami,Miami,FL,info@medaestheticsmiami.com,https://medaestheticsmiami.com/?utm_source=google&utm_medium=organic&utm_content=gables&utm_campaign=gmb,(305) 356-7402,4.8,436,,7,high_volume_phone_load,front desk,4.8 across 436 reviews suggests the phone rarely stops.,
124,A,email domain matches clinic website,"MED.ish Laser Spa and WeightLoss:Charlotte's #1 Medspa for WeightLoss, GLPs, Laser Hair Removal, Botox, Liquid Lipo","MED.ish Laser Spa and WeightLoss:Charlotte's #1 Medspa for WeightLoss, GLPs, Laser Hair Removal, Botox, Liquid Lipo",Charlotte,NC,info@medishspa.com,https://www.medishspa.com/,(704) 910-5865,5.0,155,Tuesday;Sunday,5,weekend_gap_high_demand,sunday calls,"5.0 across 155 reviews, and the calendar still shows Sunday dark.",
125,A,email domain matches clinic website,Mederna Aesthetic & Wellness Medical Center,Mederna Aesthetic & Wellness Medical Center,Houston,TX,info@medernaofficial.com,https://medernaofficial.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(832) 272-0401,4.9,240,Sunday,6,weekend_gap_high_demand,sunday calls,"240 Google reviews at 4.9 says the demand around Houston is already there, and the listing has you closed Sundays.",
128,A,email domain matches clinic website,Miami Skin Spa Aesthetics & Wellness,Miami Skin Spa Aesthetics & Wellness,Miami,FL,info@miamiskinspa.com,https://www.miamiskinspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_id=gbp_location_Brickell&utm_content=website_link,(305) 557-1615,4.8,157,Thursday;Saturday;Sunday,4,weekend_gap_high_demand,sunday calls,"157 Google reviews at 4.8 says the demand around Miami is already there, and the listing has you closed Sundays.",
129,A,email domain matches clinic website,Michigan Advanced Aesthetics,Michigan Advanced Aesthetics,Detroit,MI,laura@michiganadvancedaesthetics.com,http://www.michiganadvancedaesthetics.com/,(248) 542-3700,4.9,388,Monday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 388 reviewers are scrolling.",
131,A,email domain matches clinic website,Minneapolis Anti-Aging & Skin Clinic,Minneapolis Anti-Aging & Skin Clinic,Minneapolis,MN,kelleyp@mplsskin.com,https://mplsskin.com/,(763) 540-1837,4.7,113,Sunday,6,sunday_closed,sunday calls,Your Google hours show Sundays closed in Minneapolis.,
132,A,email domain matches clinic website,Model Citizen MedSpa,Model Citizen,Fort Lauderdale,FL,medspa@modelcitizenfl.com,https://www.modelcitizenfl.com/,(954) 533-2561,4.9,175,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 175 reviewers are scrolling.",
134,A,email domain matches clinic website,Modern SLC by Manor,Modern SLC by Manor,Salt Lake City,UT,info@modernslc.com,https://modernslc.com/?utm_source=gbp-brand&utm_medium=organic&utm_campaign=local+search&utm_content=website+click,(801) 516-8884,5.0,867,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"867 Google reviews at 5.0 says the demand around Salt Lake City is already there, and the listing has you closed Sundays.",
135,A,email domain matches clinic website,Monaco MedSpa,Monaco,Miami,FL,officemanager@monacomedspa.com,https://www.monacomedspa.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,(786) 536-6117,5.0,151,Saturday;Sunday,5,weekend_gap_high_demand,sunday calls,"Your listing shows Sundays closed, which is the same window most of those 151 reviewers are scrolling.",
