Email,Company,City,State,Country,Website,Phone,microns_subject,microns_body,microns_rank,microns_tier,microns_send_date,microns_mailbox,microns_rating,microns_reviews
feedback@naturamedspaivbar.com,Natura Med Spa & IV Bar - Denver,Denver,CO,United States,https://naturamedspaivbar.com/,(720) 599-4126,two locations,"Aurora and Cherry Creek, eighteen staff, 410 reviews. Two sites means every inbound call is a routing decision first — and a caller who reaches the wrong one is a booking you already paid to generate. An agent that knows both locations' real hours routes before it books, and books as pending so each desk still confirms. IV therapy also runs on repeat visits, so the reactivation piece pairs naturally. Worth exploring?",81,A,2026-10-05,1,4.9,410
info@auraheadspanj.com,Aura Head Spa | Ridgewood,Ridgewood,NJ,United States,http://www.auraheadspanj.com/,(201) 366-6464,two locations,"Montclair and Ridgewood on a two-person team. Scalp wellness runs on repeat visits, which makes rebooking your whole revenue model — and two sites means a caller can reach the wrong one. An agent that knows both locations' hours answers, routes, and books as pending. Honest note: much of what I build is for medical aesthetics under HIPAA, which doesn't apply to you. The front desk piece does. Worth a look?",84,A,2026-10-05,4,4.9,398
frontdeskca001@restore.com,Restore Hyper Wellness,Minneapolis,MN,United States,https://www.restore.com/locations/ca-laguna-niguel-ca001?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(949) 312-2626,franchise pilot,"Writing about the Minneapolis location, though across 225-plus sites this is clearly a corporate decision rather than a local one. At that footprint, front desk coverage stops being an inconvenience and becomes a per-location revenue number nobody is measuring. I'd propose one site, measured against its own prior eight weeks, before anyone talks about a network rollout. If someone at corporate owns this, happy to be redirected. Worth exploring?",87,A,2026-10-06,2,4.9,364
info@tribecamedspa.com,Tribeca Medspa,New York,NY,United States,https://www.tribecamedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Tribeca-Medspa&utm_content=website,(646) 687-9711,two locations,"Tribeca and the Upper East Side, 26 staff. In Manhattan a caller who reaches the wrong location usually just books elsewhere rather than being transferred — the friction is too high. An agent that knows both locations' real hours routes first, then books as pending so each desk confirms. It won't touch a clinical question; with Dr. Ginsberg's surgical work on the same line, that boundary matters. Worth a look?",88,A,2026-10-06,3,4.7,339
info@idanmedspa.com,Idan Med Spa,San Francisco,CA,United States,https://www.idanmedspa.com/,(628) 222-7522,two cities,"San Francisco and Encino on essentially one person. You physically cannot be treating in one city and answering the phone for the other, and both numbers ring. An agent that knows both locations' hours answers, routes, and books as pending for you to confirm. At your size that one piece is the whole conversation. Worth a look?",94,A,2026-10-06,4,4.9,325
morganne@sdbotox.com,SDBotox - Sabre Springs,Rancho Santa Fe,CA,United States,https://sdbotox.com/location/med-spa-poway/,(844) 732-6869,seven locations,"Seven San Diego locations, 42 staff. At that density a caller who reaches the wrong site rarely gets transferred successfully — they just book with whoever answers cleanly, which might still be you or might not. An agent that knows every location's real hours routes before it books, and reports per site so you can see which two are actually causing the problem. Sunday's dark network-wide. Worth a look?",96,A,2026-10-07,1,4.9,313
info@myownspade.com,Spade Skin Care & More Inc.,Redondo Beach,CA,United States,https://myownspade.com/,(310) 316-1954,review replies,"4.6 across 273 reviews with two South Bay locations. That's a good practice sitting just under where the neighbouring clinics are, and the gap is almost always unanswered criticism rather than worse treatment. Requests fire on a real treatment-completed event, and replies come back drafted for your manager to approve. Public auto-posting stays off by default — replying to a review confirms that person was a patient, which is a human's call. Worth exploring?",107,B,2026-10-09,2,4.6,273
wynwood@sanaskinstudio.com,Sana Skin Studio Aventura,Aventura,FL,United States,https://www.sanaskinstudio.com/,(305) 998-1603,five studios,"Wynwood, Coconut Grove, Fort Lauderdale, West Palm and Aventura — five studios and 41 staff. At that spread a caller reaching the wrong location is a booking the brand already paid to generate. An agent that knows each studio's real hours routes before it books, and reports per location so a network average never hides one underperforming site. Your membership model also makes churn the number that matters, which pairs with it. Worth exploring?",112,B,2026-10-09,2,5,263
hello@thebrightwoodskin.com,The Brightwood Skin,Ridgewood,NJ,United States,https://thebrightwoodskin.com/,(201) 552-4645,hospitality gap,"Your whole positioning is aesthetics delivered with hospitality — thoughtful spaces, considered service, nothing overdone. A Sunday voicemail is the one part of that experience nobody designed. An agent answers in the same register, quotes real pricing, and books as pending so your team confirms Monday. It won't touch a clinical question. At 23 staff across several locations, it also routes callers to the right one. Worth exploring?",114,B,2026-10-09,4,5,261
florida@manhattanlaserspa.com,Manhattan Laser Spa,Aventura,FL,United States,https://manhattanlaserspa.com/,(305) 705-3997,laser packages,"Laser work sells in courses, and courses stall around session three — life gets busy and nobody follows up. It never shows as a cancellation, so it never shows at all. A daily job catches anyone mid-package past 45 days, texts a rebooking link, then a credit offer three days on, then stops for a month. Sunday's dark across both locations, which is the second piece. Worth a look?",115,B,2026-10-09,5,4.8,260
info@mdestheticsus.com,MD Esthetics Pittsfield,Summit,NJ,United States,https://mdestheticsus.com/,(413) 441-8453,three states,"Locations across New Hampshire, Massachusetts and Virginia, 79 staff, headcount up roughly 60% in a year. Growth at that rate breaks the front desk first — call volume scales with sites, the people answering don't. Better fixed before the next opening than after. One location, weekends only, measured against its own baseline. Worth a look?",129,B,2026-10-09,4,5,236
hello@heydayskincare.com,Heyday Skincare Rittenhouse,Philadelphia,PA,United States,https://www.heydayskincare.com/,(267) 518-8400,franchise pilot,"Writing about Rittenhouse, though across 10-plus locations and a franchise expansion this is plainly a corporate decision. At your scale, front desk coverage is a per-studio revenue line rather than a local inconvenience — and a membership model makes retention the number that compounds. I'd propose one studio, measured against its own prior eight weeks. If someone at corporate owns this, happy to be redirected there. Worth a look?",135,B,2026-10-13,5,4.8,226
nicholas.burke@relivehealth.com,Relive Health Flower Mound,Flower Mound,TX,United States,https://relivehealth.com/flower-mound-tx/,(214) 888-2082,franchise pilot,"Reaching out about Flower Mound, though with 12–22 locations across eight states this likely sits with the franchisor. Hormone therapy, weight loss and regenerative work all need screening before booking, and at franchise scale that screening either happens consistently or it doesn't happen at all. Six questions, contraindication gates outside the scoring, reported per location. Closed Sunday and Monday here — two dark days is a lot of that volume arriving together. Worth a look?",137,B,2026-10-13,2,5,225
info@sculptdtla.com,Sculpt Med Spa Downtown Los Angeles,Los Angeles,CA,United States,https://www.sculptdtla.com/,(213) 265-7284,two locations,"Downtown and Silver Lake on twelve staff. In LA a caller who reaches the wrong location doesn't get transferred — they just book with whoever picks up cleanly. An agent that knows both locations' hours routes before it books, and books as pending so each desk still confirms. Sunday's dark across both. Worth a look?",145,B,2026-10-13,5,4.8,216
info@prettypleaseaesthetics.com,Pretty Please Aesthetics,Sacramento,CA,United States,https://www.prettypleaseaesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(916) 287-1725,two locations,"Sacramento and Roseville on fourteen staff. Two sites means every inbound call is a routing decision first — and your positioning is warmth and honest guidance, which a misrouted call undoes immediately. An agent that knows both locations' hours routes, then books as pending so each desk confirms. Sunday's dark at both. Worth exploring?",152,B,2026-10-14,2,4.9,205
info@bellamedspaonline.com,Bella Medspa,Philadelphia,PA,United States,https://bellamedspaonline.com/laser-hair-removal/philadelphia/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing-philly,(267) 639-2091,review replies,"4.6 across 200 reviews with six Pennsylvania locations and 31 staff. For a network that size, a 4.6 usually isn't a treatment problem — it's that nobody owns replying, so the critical reviews sit unanswered and set the tone. Requests fire on a real treatment-completed event, replies come back drafted for a manager to approve, and everything reports per location so you can see which two sites are actually pulling the average down. Worth a look?",157,B,2026-10-14,2,4.6,200
burlingame@skinlaundry.com,Skin Laundry - Burlingame,Burlingame,CA,United States,https://www.skinlaundry.com/locations/burlingame,(650) 881-3627,review replies,"Burlingame sits at 4.2 — noticeably below where the brand runs elsewhere, and for a network built on consistency that's a single-location problem worth isolating rather than a company one. Review requests fire on a real treatment-completed event and replies come back drafted for approval, reported per clinic so you can see exactly which sites drag the average. Given the footprint this likely sits with corporate; happy to be redirected. Worth exploring?",166,B,2026-10-15,1,4.2,195
hello@injectco.com,InjectCo MedSpa Woodlands,The Woodlands,TX,United States,https://injectco.com/areas-we-serve/med-spa-the-woodlands-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-woodlands,(281) 326-9985,mobile bookings,"You run mobile Botox parties alongside the clinic, which means bookings arrive with more logistics attached than a normal appointment — dates, group sizes, locations. An agent handles that first round, collects what's needed, and books as pending so you confirm the details that actually need a person. Worth exploring?",191,B,2026-10-16,1,5,168
info@revive.md,Revive Med Spa - Encinitas,Rancho Santa Fe,CA,United States,https://revive.md/locations/ca/encinitas/?utm_campaign=ENC&utm_medium=profile&utm_source=google,(619) 983-0846,nine locations,"Nine California locations and 160 staff under Dr. Verma and Dr. Parekh — at that footprint call routing is a network economics question rather than a local one. An agent that knows every location's real hours routes before it books and reports per site, so a network average never hides the two clinics causing the drag. Encinitas at 4.7 is below where the brand runs elsewhere, which is worth isolating. Worth a look?",202,C,2026-10-23,2,4.7,158
dt@trifectamedspanyc.com,Trifecta Med Spa Downtown,New York,NY,United States,https://trifectamedspanyc.com/location/downtown/,(212) 600-4112,two locations,"Downtown and a second Manhattan site on twelve staff, both weekend days closed. In New York a caller who reaches voicemail on a Saturday has booked elsewhere by Sunday. An agent covers weekends, routes between your two locations, and books as pending so each desk confirms. Worth exploring?",205,C,2026-10-23,5,4.8,156
info@starwoodmedspa.com,Starwood Med Spa,McKinney,TX,United States,https://starwoodmedspa.com/starwood-med-spa-mckinney/,(214) 705-0400,two dark days,"Closed Sunday and Monday across two sites, sixteen staff. Two dark days doubles the Tuesday backlog and doubles the routing confusion. An agent that knows both locations' hours covers both days and books as pending so each desk confirms Tuesday. Worth a look?",206,C,2026-10-23,1,4.8,156
franchise@glo30.com,GLO30 St Louis Central West End,St Louis,MO,United States,https://glo30.com/central-west-end/,(314) 582-4557,franchise pilot,"Writing about Central West End, though with 100-plus franchise locations in development this plainly sits at corporate. A 30-day membership model makes retention the number that compounds across the network, and coverage the number that feeds it. I'd propose one studio, measured against its own prior eight weeks, before anyone discusses a rollout. Worth exploring?",211,C,2026-10-26,1,4.9,152
charlotte@skinspirit.com,SkinSpirit Charlotte,Charlotte,NC,United States,https://www.skinspirit.com/locations/charlotte/,(980) 381-3400,location routing,"Writing about Charlotte, though across a dozen-plus SkinSpirit sites this sits above the location. At that footprint an inbound call is a routing decision first, and a misrouted caller is a booking the brand already paid to generate. An agent that knows each location's real hours routes before it books, and reports per site. If someone at corporate owns this, happy to be pointed there. Worth a look?",218,C,2026-10-26,3,5,148
